1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0.049900043103099645,0.007538295589063644,0.19995412707399415,0.011486196917190593,0.002257507019406958,0.0010657031128185432,0.3239483375587028,0.3168576400169699,0.3376491985304032,0.31016608322126565,0.24237155887436077,0.3319815756939993,0.230656624645937,0.09139498971785685,0.022610568718977382,0.23573038328525278,0.23516561891966234,0.005964946950660307
1.0,0.02141445354570362,0.01965857500650004,0.004953695483080044,0.002607292371648356,0.012303256070464279,0.05662937638913763,0.00931117552145678,0.01816128542202737,0.013867967508679182,0.06704876665173168,0.01735620772910895,0.05218536367464385,0.06573513055072708,0.033955098318553596,0.03032765457558594,0.07161775309637336,0.011075836714572978
0.02141445354570362,1.0,0.022004693084617562,0.03297144969146724,0.0034999546543930267,0.028312861737756625,0.020187666236323773,0.021568653870441375,0.02908151483284357,0.027251718976530385,0.03661635200001592,0.029606583459871494,0.02800457506711518,0.018272803678344156,0.040928940840465486,0.035753039967999896,0.03940458583637387,0.014355316080806431
0.01965857500650004,0.022004693084617562,1.0,0.033296890857027917,0.04765777228736539,0.01979400751342843,0.20814123693993283,0.19939312787901375,0.21794983823858669,0.20414665208429475,0.08415988444334348,0.03269284042738917,0.0740237624033359,0.09629153304638007,0.0284336466096108,0.01712582471250685,0.0807400362193945,0.012622865206292877
0.004953695483080044,0.03297144969146724,0.033296890857027917,1.0,0.024329402751446565,0.032487782488479715,0.019940057356995857,0.006339212742465439,0.016497650724296507,0.006285422199596722,0.047511133329758454,0.0035782482247182293,0.050624863369174225,0.02086050266477154,0.35267268753863235,0.0007270952099522538,0.047238409577473474,0.046001791955503704
0.002607292371648356,0.0034999546543930267,0.04765777228736539,0.024329402751446565,1.0,0.028194395911148955,0.02802488436549253,0.03206331000627653,0.028799633780698133,0.02435744013580281,0.003025721107015245,0.005411532100840261,0.002342625212351197,0.0097962339419941,0.013171334610209027,0.04241913714788901,0.0024748632696513515,0.008851635699484222
0.012303256070464279,0.028312861737756625,0.01979400751342843,0.032487782488479715,0.028194395911148955,1.0,0.008976167086927476,0.02137797343436274,0.011555036003983738,0.02689327987818956,0.0779990431080633,0.022278470791201512,0.08648517649766027,0.038578625568691995,0.041273535830962514,0.08728714054373027,0.07434707494788605,0.33734628893177526
0.05662937638913763,0.020187666236323773,0.20814123693993283,0.019940057356995857,0.02802488436549253,0.008976167086927476,1.0,0.9059944591026171,0.9459021905599152,0.8897326919727561,0.3329355478591963,0.12491129663035576,0.31664365342492107,0.10328099770408006,0.015254837242095658,0.12654985058946197,0.32712264750172027,0.024112061803133317
0.00931117552145678,0.021568653870441375,0.19939312787901375,0.006339212742465439,0.03206331000627653,0.02137797343436274,0.9059944591026171,1.0,0.9592532426328991,0.9108984127220904,0.34583475582475826,0.12877537618431098,0.3317384544135961,0.10133486981908586,0.047401252808686276,0.14779006127702693,0.3377166755979763,0.04303112469280194
0.01816128542202737,0.02908151483284357,0.21794983823858669,0.016497650724296507,0.028799633780698133,0.011555036003983738,0.9459021905599152,0.9592532426328991,1.0,0.9429596678582791,0.3585804103204308,0.15416417230155374,0.34184819067815825,0.1089027130934604,0.02943049834349537,0.14787069211271406,0.35078692409348855,0.039080237746880776
0.013867967508679182,0.027251718976530385,0.20414665208429475,0.006285422199596722,0.02435744013580281,0.02689327987818956,0.8897326919727561,0.9108984127220904,0.9429596678582791,1.0,0.3490227996456145,0.13095644349258478,0.3361905710060957,0.11921302915915834,0.018587778121800187,0.11602426963058206,0.34332452769030214,0.025180792894589812
0.06704876665173168,0.03661635200001592,0.08415988444334348,0.047511133329758454,0.003025721107015245,0.0779990431080633,0.3329355478591963,0.34583475582475826,0.3585804103204308,0.3490227996456145,1.0,0.2623954607424654,0.9538027939573671,0.23445923292803433,0.025140169946509316,0.2052978976252785,0.9889776244197539,0.013491981377479804
0.01735620772910895,0.029606583459871494,0.03269284042738917,0.0035782482247182293,0.005411532100840261,0.022278470791201512,0.12491129663035576,0.12877537618431098,0.15416417230155374,0.13095644349258478,0.2623954607424654,1.0,0.2542706179099701,0.164667217636057,0.012214996550759572,0.18633025430459574,0.252165548268138,0.017321675093324267
0.05218536367464385,0.02800457506711518,0.0740237624033359,0.050624863369174225,0.002342625212351197,0.08648517649766027,0.31664365342492107,0.3317384544135961,0.34184819067815825,0.3361905710060957,0.9538027939573671,0.2542706179099701,1.0,0.20911623028248918,0.004678055926450582,0.18767103103946284,0.9530789529404147,0.006793068090884615
0.06573513055072708,0.018272803678344156,0.09629153304638007,0.02086050266477154,0.0097962339419941,0.038578625568691995,0.10328099770408006,0.10133486981908586,0.1089027130934604,0.11921302915915834,0.23445923292803433,0.164667217636057,0.20911623028248918,1.0,0.005546836612948267,0.05097304683777567,0.23554544701167662,0.03341836718346532
0.033955098318553596,0.040928940840465486,0.0284336466096108,0.35267268753863235,0.013171334610209027,0.041273535830962514,0.015254837242095658,0.047401252808686276,0.02943049834349537,0.018587778121800187,0.025140169946509316,0.012214996550759572,0.004678055926450582,0.005546836612948267,1.0,0.0008698949118528485,0.017791773056453537,0.0022601864575934926
0.03032765457558594,0.035753039967999896,0.01712582471250685,0.0007270952099522538,0.04241913714788901,0.08728714054373027,0.12654985058946197,0.14779006127702693,0.14787069211271406,0.11602426963058206,0.2052978976252785,0.18633025430459574,0.18767103103946284,0.05097304683777567,0.0008698949118528485,1.0,0.20339261401858577,0.004043241345310623
0.07161775309637336,0.03940458583637387,0.0807400362193945,0.047238409577473474,0.0024748632696513515,0.07434707494788605,0.32712264750172027,0.3377166755979763,0.35078692409348855,0.34332452769030214,0.9889776244197539,0.252165548268138,0.9530789529404147,0.23554544701167662,0.017791773056453537,0.20339261401858577,1.0,0.006206565513440502
0.011075836714572978,0.014355316080806431,0.012622865206292877,0.046001791955503704,0.008851635699484222,0.33734628893177526,0.024112061803133317,0.04303112469280194,0.039080237746880776,0.025180792894589812,0.013491981377479804,0.017321675093324267,0.006793068090884615,0.03341836718346532,0.0022601864575934926,0.004043241345310623,0.006206565513440502,1.0
